rocket,payloads,launchpad,cores,flight_number,date_utc,date,BoosterVersion,FlightNumber
5e9d0d95eda69973a809d1ec,,5e9e4502f509094188566f88,"{'core': '5e9e28a5f3591809c03b2658', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': False, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",92,2020-03-18T12:16:00.000Z,18-03-2020,Falcon 9,77
5e9d0d95eda69973a809d1ec,,5e9e4502f509094188566f88,"{'core': '5e9e28a6f35918c0803b265c', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",93,2020-04-22T19:30:00.000Z,22-04-2020,Falcon 9,78
5e9d0d95eda69973a809d1ec,,5e9e4502f509094188566f88,"{'core': '5e9e28a7f3591817f23b2663', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",94,2020-05-30T19:22:00.000Z,30-05-2020,Falcon 9,79
5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f3591833b13b2659', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",95,2020-06-04T01:25:00.000Z,04-06-2020,Falcon 9,80
5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f359187afd3b2662', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",96,2020-06-13T09:21:00.000Z,13-06-2020,Falcon 9,81
5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,"{'core': '5ef670f10059c33cee4a826c', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",97,2020-06-30T19:55:00.000Z,30-06-2020,Falcon 9,82
5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f3591817f23b2663', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",98,2020-07-20T21:30:00.000Z,20-07-2020,Falcon 9,83
5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,"{'core': '5e9e28a5f3591833b13b2659', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",100,2020-08-18T14:31:00.000Z,18-08-2020,Falcon 9,84
5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,"{'core': '5e9e28a7f359187afd3b2662', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}",101,2020-08-30T23:18:00.000Z,30-08-2020,Falcon 9,85
5e9d0d95eda69973a809d1ec,,5e9e4502f509094188566f88,"{'core': '5ef670f10059c33cee4a826c', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",102,2020-09-03T12:46:00.000Z,03-09-2020,Falcon 9,86
5e9d0d95eda69973a809d1ec,,5e9e4502f509094188566f88,"{'core': '5e9e28a7f3591817f23b2663', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",103,2020-10-06T11:29:00.000Z,06-10-2020,Falcon 9,87
5e9d0d95eda69973a809d1ec,,5e9e4502f509094188566f88,"{'core': '5e9e28a6f35918c0803b265c', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",104,2020-10-18T12:25:00.000Z,18-10-2020,Falcon 9,88
5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,"{'core': '5ef670f10059c33cee4a826c', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}",105,2020-10-24T15:31:00.000Z,24-10-2020,Falcon 9,89
5e9d0d95eda69973a809d1ec,,5e9e4501f509094ba4566f84,"{'core': '5f57c5440622a633027900a0', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}",106,2020-11-05T23:24:00.000Z,05-11-2020,Falcon 9,90
